,Unnamed: 0,accommodates,availability_30,bathrooms,bed_type,bedrooms,beds,calculated_host_listings_count,cancellation_policy,guests_included,has_availability,host_is_superhost,host_listings_count,instant_bookable,latitude(North),longitude(East),maximum_nights,number_of_reviews,property_type,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,price,amenities__Dryer,amenities__Other_pet(s),amenities__Carbon_Monoxide_Detector,amenities__,amenities__Iron,amenities__Elevator_in_Building,amenities__Cable_TV,amenities__Heating,amenities__Shampoo,amenities__Wireless_Internet,amenities__Dog(s),amenities__Doorman,amenities__24-Hour_Check-in,amenities__TV,amenities__First_Aid_Kit,amenities__Pets_live_on_this_property,amenities__Essentials,amenities__Laptop_Friendly_Workspace,amenities__Hair_Dryer,amenities__Gym,amenities__Safety_Card,amenities__Pool,amenities__Internet,amenities__Kitchen,amenities__Pets_Allowed,amenities__Buzzer/Wireless_Intercom,amenities__Breakfast,amenities__Washer_/_Dryer,amenities__Suitable_for_Events,amenities__Free_Parking_on_Premises,amenities__Lock_on_Bedroom_Door,amenities__Washer,amenities__Hot_Tub,amenities__Cat(s),amenities__Air_Conditioning,amenities__Indoor_Fireplace,amenities__Smoke_Detector,amenities__Wheelchair_Accessible,amenities__Family/Kid_Friendly,amenities__Fire_Extinguisher,amenities__Hangers,amenities__Smoking_Allowed,Cluster_Lon_Lat
4565,4565,4,0,2,Real Bed,2,2,1,moderate,1,t,f,1,t,22.60060725,114.1740741,1125,1,Condominium,10,10,10,100,9,Entire home/apt,395,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,9
4566,4566,8,0,2,Real Bed,3,3,1,flexible,1,t,f,1,f,22.58461902,114.1857495,1125,0,House,10,10,10,100,10,Entire home/apt,1200,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,9
4567,4567,2,12,1,Real Bed,1,1,2,flexible,1,t,f,2,f,22.59761896,114.1846728,1125,2,Apartment,10,10,10,100,10,Private room,100,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,9
4568,4568,5,29,1,Real Bed,2,2,4,moderate,1,t,f,5,f,22.58505555,114.2089431,90,10,Apartment,9,10,9,88,9,Entire home/apt,189,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2
4569,4569,4,28,1,Real Bed,2,2,17,strict,1,t,f,19,f,22.58506636,114.2045411,1125,6,House,10,10,10,100,10,Entire home/apt,150,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,2
4570,4570,2,10,1,Real Bed,1,1,1,flexible,1,t,f,1,t,22.57361649,114.1665028,1125,0,Townhouse,10,10,9,100,9,Private room,125,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,9
4571,4571,2,0,1,Real Bed,1,1,2,strict,1,t,t,2,f,22.60233346,114.1814946,1125,1,Apartment,10,10,10,100,8,Private room,200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
4572,4572,4,30,1,Real Bed,2,2,1,moderate,2,t,f,1,f,22.58848022,114.2032775,90,14,Apartment,10,10,10,97,10,Entire home/apt,200,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2
4573,4573,4,30,2,Real Bed,2,2,1,flexible,1,t,f,1,f,22.60320569,114.1821051,1125,0,Apartment,10,9,10,80,8,Entire home/apt,750,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
4574,4574,4,23,1,Real Bed,2,2,1,strict,3,t,f,1,f,22.57641486,114.1957778,30,45,House,10,10,9,95,9,Entire home/apt,175,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2
4575,4575,9,0,2,Real Bed,4,1,1,moderate,6,t,f,1,f,22.58715272,114.1835397,6,5,House,10,10,10,100,10,Entire home/apt,900,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,9
4576,4576,4,0,1,Real Bed,2,2,1,strict,1,t,f,1,f,22.58849948,114.1649546,1125,3,House,10,10,10,100,10,Entire home/apt,200,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,9
4577,4577,3,29,1,Real Bed,1,1,2,strict,3,t,f,4,f,22.57864522,114.1947498,1125,18,House,10,10,10,96,9,Entire home/apt,189,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,2
4578,4578,2,24,1,Real Bed,1,1,6,strict,2,t,f,6,f,22.59044521,114.2013872,1125,17,House,9,9,10,89,9,Private room,200,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,2
4579,4579,3,29,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.586916,114.1618796,1125,2,Apartment,10,10,10,90,9,Entire home/apt,250,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,9
4580,4580,6,29,1,Real Bed,2,3,1,strict,1,t,f,1,f,22.60055076,114.169342,1125,1,Apartment,10,10,10,80,10,Entire home/apt,225,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,9
4581,4581,4,28,1,Real Bed,1,2,2,strict,1,t,f,301,f,22.60237971,114.1673364,1125,1,Apartment,10,10,10,100,10,Entire home/apt,299,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,9
4582,4582,6,29,1,Real Bed,2,2,2,strict,1,t,f,301,f,22.58526991,114.1608044,1125,2,Apartment,10,10,10,100,10,Entire home/apt,199,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,9
4583,4583,8,0,2,Real Bed,4,4,1,strict,1,t,f,1,f,22.59162152,114.1870583,1125,11,House,10,10,10,96,9,Entire home/apt,395,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,9
4584,4584,2,8,1,Real Bed,1,1,1,flexible,1,t,f,6,f,22.59153016,114.2052012,1125,1,House,10,10,10,100,10,Private room,39,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,2
4585,4585,8,10,3,Real Bed,3,3,1,flexible,1,t,f,1,f,22.5803716,114.1776034,1125,0,House,10,10,10,100,9,Entire home/apt,600,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,9
4586,4586,11,30,2,Real Bed,4,6,1,strict,8,t,f,1,f,22.59843504,114.176676,30,9,House,10,10,10,100,9,Entire home/apt,850,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,9
4587,4587,2,0,2,Real Bed,1,1,1,moderate,2,t,t,1,f,22.59143291,114.200565,1125,14,Apartment,10,10,10,100,10,Private room,85,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,2
4588,4588,6,30,2,Real Bed,2,3,2,strict,1,t,f,2,f,22.58885341,114.1715088,30,3,House,10,10,10,100,9,Entire home/apt,385,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,9
4589,4589,4,28,2,Real Bed,2,2,1,moderate,1,t,f,1,f,22.58438502,114.1839578,1125,7,Apartment,10,10,10,100,10,Entire home/apt,195,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,9
4590,4590,5,0,1,Real Bed,2,2,1,strict,5,t,f,1,f,22.58763484,114.208507,1125,3,Apartment,10,10,10,100,9,Entire home/apt,500,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,2
4591,4591,2,0,1,Real Bed,0,1,1,flexible,1,t,f,1,f,22.60159269,114.1834379,1125,2,Apartment,9,8,8,80,8,Entire home/apt,200,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,9
4592,4592,8,0,2,Real Bed,3,4,1,strict,1,t,f,1,f,22.58665528,114.1870684,1125,2,House,10,10,10,100,9,Entire home/apt,300,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,9
4593,4593,5,2,1,Real Bed,1,2,3,moderate,4,t,t,4,f,22.59443168,114.1965885,1125,10,Apartment,10,10,10,94,10,Entire home/apt,145,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,2
4594,4594,2,30,1,Real Bed,1,1,2,strict,2,t,f,2,f,22.58812266,114.1893056,1125,0,House,10,10,10,100,10,Private room,199,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,9
4595,4595,5,14,1,Real Bed,1,3,2,moderate,3,t,t,2,t,22.57675459,114.1957813,1125,31,Condominium,10,10,10,97,10,Entire home/apt,109,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,2
4596,4596,8,0,4,Real Bed,4,4,1,strict,1,t,f,1,f,22.59143575,114.2005324,14,0,House,10,10,10,100,8,Entire home/apt,1900,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,2
4597,4597,14,18,4,Real Bed,7,8,1,strict,1,t,f,6,f,22.59003954,114.204339,1125,4,House,9,10,9,80,8,Entire home/apt,799,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,2
4598,4598,6,26,1,Real Bed,2,3,8,strict,4,t,f,26,f,22.59872038,114.1697236,1125,11,House,9,9,10,93,9,Entire home/apt,172,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,9
4599,4599,2,15,1,Real Bed,1,1,4,strict,1,t,t,4,f,22.56821844,114.1842303,365,69,House,10,10,10,97,10,Entire home/apt,60,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,9
4600,4600,2,30,1,Real Bed,1,1,2,flexible,1,t,f,2,f,22.57909274,114.1685475,1125,4,House,10,10,10,85,9,Private room,125,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,9
4601,4601,2,0,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.57894619,114.1799617,180,20,House,10,10,9,97,9,Private room,60,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,9
4602,4602,4,16,1,Real Bed,1,2,7,strict,1,t,f,339,f,22.58269522,114.185242,185,3,House,9,9,9,93,9,Entire home/apt,140,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,9
4603,4603,6,16,1,Real Bed,2,2,2,strict,4,t,t,3,f,22.58897869,114.190937,14,3,House,10,10,10,100,10,Entire home/apt,180,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,9
4604,4604,2,30,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.57867349,114.1558069,1125,0,Apartment,10,10,10,100,10,Private room,100,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,9
4605,4605,4,0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.59475462,114.1966215,1125,1,Apartment,10,10,10,100,10,Entire home/apt,300,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,2
4606,4606,2,3,1,Real Bed,1,1,1,strict,1,t,t,1,f,22.57265914,114.1807253,1125,25,House,10,10,10,98,10,Entire home/apt,85,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,9
4607,4607,6,30,4,Real Bed,4,4,2,strict,1,t,f,2,f,22.58667571,114.1605657,1125,4,House,10,10,9,100,9,Entire home/apt,1000,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,9
4608,4608,5,6,1,Real Bed,2,2,1,moderate,1,t,f,1,f,22.5988437,114.1624231,1125,1,House,10,10,10,100,10,Entire home/apt,195,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,9
4609,4609,8,20,1,Real Bed,3,5,7,strict,1,t,f,339,f,22.58623932,114.1992156,180,37,House,10,10,10,92,9,Entire home/apt,172,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2
4610,4610,6,1,2,Real Bed,3,3,1,flexible,6,t,f,1,f,22.58075478,114.170421,5,1,House,10,10,10,100,10,Entire home/apt,400,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,9
4611,4611,6,30,4,Real Bed,3,6,2,strict,1,t,f,2,f,22.58671923,114.1596228,1125,3,House,10,10,10,100,10,Entire home/apt,1000,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,9
4612,4612,4,30,2,Real Bed,2,2,1,moderate,1,t,f,1,f,22.59305374,114.1897719,1125,0,House,10,10,10,94,8,Entire home/apt,600,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,9
4613,4613,6,22,2,Real Bed,3,3,1,flexible,1,t,f,1,t,22.58426116,114.2073261,1125,1,House,10,10,10,100,10,Entire home/apt,300,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,2
4614,4614,2,0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.58011765,114.1784839,3,1,House,10,10,10,100,10,Private room,175,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,9
4615,4615,6,30,1,Real Bed,2,3,1,strict,3,t,f,1,f,22.58907496,114.1680321,1125,3,House,10,10,9,93,9,Entire home/apt,179,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,9
4616,4616,6,0,2,Real Bed,2,2,1,flexible,1,t,f,1,f,22.5702315,114.1839531,4,0,House,10,9,9,88,8,Entire home/apt,899,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,9
4617,4617,2,0,1,Real Bed,0,1,2,moderate,1,t,f,8,f,22.58137151,114.1923929,1125,5,Loft,8,10,10,96,8,Entire home/apt,125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,9
4618,4618,1,0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.59123361,114.1713255,60,6,House,10,10,9,95,9,Private room,65,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,9
4619,4619,5,0,1,Real Bed,1,1,2,strict,1,t,f,2,f,22.60447483,114.180783,1125,1,Apartment,10,10,10,90,9,Entire home/apt,190,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,9
4620,4620,8,23,2,Real Bed,4,4,1,strict,1,t,f,1,f,22.5915759,114.1618504,60,9,House,10,10,10,100,10,Entire home/apt,373,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,9
4621,4621,3,5,1,Real Bed,1,2,1,flexible,1,t,f,1,f,22.58573891,114.190653,1125,1,Apartment,8,8,8,80,8,Entire home/apt,400,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,9
4622,4622,8,0,2,Real Bed,4,3,1,flexible,1,t,f,1,f,22.58016736,114.1874347,1125,4,House,10,10,10,100,10,Entire home/apt,411,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,9
4623,4623,6,19,1,Real Bed,2,4,7,strict,1,t,f,8,f,22.59895447,114.1704755,1125,2,Townhouse,10,10,10,100,10,Entire home/apt,205,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,9
4624,4624,5,28,1,Real Bed,2,3,7,strict,4,t,t,7,f,22.59490806,114.1855589,1125,0,House,8,8,9,80,8,Entire home/apt,199,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,9
4625,4625,4,24,1,Real Bed,2,2,1,flexible,1,t,f,1,f,22.58896002,114.204987,1125,0,Apartment,10,10,10,100,9,Entire home/apt,200,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
4626,4626,2,10,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.60002277,114.1974852,21,1,Apartment,10,10,10,100,9,Entire home/apt,300,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2
4627,4627,2,0,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.5986328,114.1995738,10,2,Apartment,10,10,10,100,10,Entire home/apt,300,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
4628,4628,3,30,1,Real Bed,1,1,6,strict,2,t,f,8,f,22.5658441,114.1873227,1125,2,Apartment,10,10,10,90,10,Entire home/apt,109,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,9
4629,4629,4,21,1,Real Bed,1,3,1,moderate,2,t,t,1,f,22.5923538,114.1865898,10,15,House,10,10,10,97,10,Private room,90,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,9
4630,4630,2,9,1,Real Bed,1,1,4,strict,2,t,f,4,f,22.59327349,114.1649998,30,28,House,10,10,10,99,10,Private room,100,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,9
4631,4631,2,17,1,Real Bed,1,1,1,moderate,1,t,f,1,t,22.58051539,114.2042518,1125,4,Apartment,10,10,10,95,10,Private room,85,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2
4632,4632,6,17,2,Real Bed,3,6,1,strict,6,t,f,1,f,22.59882306,114.1748302,7,5,House,10,10,10,100,10,Entire home/apt,400,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,9
4633,4633,5,30,1,Real Bed,2,2,1,strict,1,t,f,1,f,22.58882429,114.168961,3,0,House,10,10,10,100,10,Entire home/apt,400,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9
4634,4634,2,18,2,Real Bed,1,1,2,strict,1,t,t,2,f,22.59340436,114.1916114,30,73,House,10,10,10,97,10,Private room,99,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,9
4635,4635,6,4,2,Real Bed,2,2,17,strict,1,t,f,19,f,22.60022288,114.1747557,1125,3,House,10,10,10,93,9,Entire home/apt,200,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,9
4636,4636,4,0,1,Real Bed,1,2,1,strict,1,t,f,1,f,22.60115694,114.1685685,1125,1,Apartment,10,10,10,100,8,Entire home/apt,150,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,9
4637,4637,6,1,1,Real Bed,2,2,1,flexible,1,t,f,1,f,22.57512671,114.1828568,6,0,House,10,10,9,100,10,Entire home/apt,125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,9
4638,4638,4,25,2,Real Bed,2,2,1,strict,4,t,f,1,f,22.58611677,114.1906219,14,24,House,10,10,10,98,9,Entire home/apt,470,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,9
4639,4639,4,28,1,Real Bed,1,3,1,strict,1,t,f,6,f,22.58979258,114.206015,1125,1,Apartment,8,10,8,80,8,Entire home/apt,150,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,2
4640,4640,4,19,1,Real Bed,2,3,1,strict,1,t,t,2,f,22.58280122,114.1845952,60,80,House,10,10,9,99,10,Entire home/apt,148,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9
4641,4641,6,20,2,Real Bed,3,3,1,flexible,1,t,f,1,f,22.5956645,114.196983,1125,0,Apartment,10,10,10,98,9,Entire home/apt,900,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,2
4642,4642,3,30,1,Real Bed,1,1,1,strict,1,t,f,1,f,22.57168114,114.1663579,1125,2,Apartment,10,10,10,100,10,Private room,47,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,9
4643,4643,4,30,1,Real Bed,2,2,1,strict,4,t,f,1,f,22.58324387,114.2021823,14,0,Apartment,10,10,10,100,9,Entire home/apt,545,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
4644,4644,4,19,1,Real Bed,1,3,2,strict,2,t,t,2,t,22.59728419,114.1882758,25,154,Loft,10,10,10,97,9,Entire home/apt,135,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,9
4645,4645,2,28,1,Real Bed,1,1,1,moderate,2,t,t,1,f,22.57184915,114.1792215,10,57,Apartment,10,10,10,98,10,Private room,55,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,9
