,Unnamed: 0,accommodates,availability_30,bathrooms,bed_type,bedrooms,beds,calculated_host_listings_count,cancellation_policy,guests_included,has_availability,host_is_superhost,host_listings_count,instant_bookable,latitude(North),longitude(East),maximum_nights,number_of_reviews,property_type,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,price,amenities__Dryer,amenities__Other_pet(s),amenities__Carbon_Monoxide_Detector,amenities__,amenities__Iron,amenities__Elevator_in_Building,amenities__Cable_TV,amenities__Heating,amenities__Shampoo,amenities__Wireless_Internet,amenities__Dog(s),amenities__Doorman,amenities__24-Hour_Check-in,amenities__TV,amenities__First_Aid_Kit,amenities__Pets_live_on_this_property,amenities__Essentials,amenities__Laptop_Friendly_Workspace,amenities__Hair_Dryer,amenities__Gym,amenities__Safety_Card,amenities__Pool,amenities__Internet,amenities__Kitchen,amenities__Pets_Allowed,amenities__Buzzer/Wireless_Intercom,amenities__Breakfast,amenities__Washer_/_Dryer,amenities__Suitable_for_Events,amenities__Free_Parking_on_Premises,amenities__Lock_on_Bedroom_Door,amenities__Washer,amenities__Hot_Tub,amenities__Cat(s),amenities__Air_Conditioning,amenities__Indoor_Fireplace,amenities__Smoke_Detector,amenities__Wheelchair_Accessible,amenities__Family/Kid_Friendly,amenities__Fire_Extinguisher,amenities__Hangers,amenities__Smoking_Allowed,Cluster_Lon_Lat
881,881,6,30,1,Real Bed,3,4,1,strict,6,t,f,1,f,22.58498798,114.2109276,5,0,House,10,10,9,100,9,Entire home/apt,550,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2
882,882,2,29,1,Real Bed,1,1,1,moderate,1,t,t,2,f,22.58636824,114.2150501,180,13,Apartment,10,10,10,98,10,Entire home/apt,50,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2
883,883,1,0,1,Real Bed,0,1,1,flexible,1,t,f,1,t,22.58030452,114.2145319,1125,3,Apartment,10,10,10,100,10,Entire home/apt,120,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,2
884,884,4,0,2,Real Bed,2,2,1,flexible,1,t,f,1,f,22.56398591,114.2183542,1125,0,Apartment,10,10,6,90,8,Entire home/apt,400,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,2
885,885,2,0,1,Real Bed,1,1,1,strict,1,t,f,1,f,22.56906765,114.2113152,9,0,Apartment,10,10,9,100,10,Entire home/apt,150,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2
886,886,1,0,1,Couch,1,1,1,flexible,1,t,f,1,f,22.585092,114.2132632,1125,0,Apartment,10,9,10,100,10,Shared room,50,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2
887,887,4,28,1,Real Bed,1,1,2,strict,2,t,f,2,f,22.55717859,114.2069377,1125,0,House,10,10,9,100,10,Entire home/apt,120,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,2
888,888,1,6,1,Airbed,1,1,5,moderate,0,t,f,10,f,22.5876224,114.2131139,60,10,Apartment,9,9,9,90,9,Shared room,23,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2
889,889,2,28,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.57309005,114.2122149,1125,8,Apartment,10,10,9,93,9,Private room,49,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,2
890,890,2,30,1,Real Bed,1,1,3,flexible,2,t,f,3,f,22.562616,114.2500626,14,2,House,10,10,10,99,10,Private room,140,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2
891,891,3,30,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.57121452,114.203743,1125,1,House,10,10,10,100,10,Private room,60,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2
892,892,4,30,2,Real Bed,2,2,1,flexible,1,t,f,1,f,22.56761643,114.2042094,1125,0,House,10,10,9,98,9,Entire home/apt,500,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2
893,893,4,21,1,Real Bed,1,2,1,strict,2,t,f,1,f,22.57303349,114.2129937,1125,8,Apartment,9,10,9,92,10,Entire home/apt,85,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,2
894,894,3,0,2,Real Bed,1,3,1,flexible,3,t,f,1,f,22.57223745,114.215841,1125,3,Apartment,10,10,9,93,9,Shared room,75,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,2
895,895,4,30,1,Airbed,1,1,1,strict,1,t,f,1,f,22.56486702,114.2013069,30,0,Other,10,10,9,100,10,Private room,170,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,2
896,896,2,30,1,Real Bed,1,1,2,flexible,2,t,f,2,t,22.5709938,114.2179336,6,1,Apartment,10,8,8,100,10,Private room,125,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,2
897,897,6,28,2,Real Bed,3,3,1,strict,1,t,f,1,f,22.56773171,114.231573,14,0,House,8,9,7,80,8,Entire home/apt,500,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,2
898,898,5,30,1,Real Bed,2,2,1,strict,5,t,f,1,f,22.58243657,114.209277,1125,5,House,10,10,9,92,8,Entire home/apt,700,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,2
899,899,2,0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.56436856,114.2039642,1125,0,Apartment,10,10,9,100,9,Entire home/apt,150,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,2
900,900,6,30,2,Real Bed,2,2,1,flexible,1,t,f,1,f,22.58008708,114.2119139,15,0,Apartment,10,10,9,84,8,Entire home/apt,399,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2
901,901,2,3,1,Real Bed,0,1,1,flexible,2,t,f,1,f,22.57984857,114.2226771,1125,0,Apartment,10,10,9,92,9,Entire home/apt,65,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2
902,902,2,0,1,Real Bed,1,1,1,flexible,2,t,f,1,f,22.56391997,114.2484587,1125,2,House,10,10,10,80,10,Private room,45,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2
903,903,2,0,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.5713461,114.2186512,1125,0,Apartment,10,10,9,100,10,Private room,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,2
904,904,2,2,1,Real Bed,1,1,2,strict,2,t,t,2,f,22.56590971,114.2055818,365,25,House,10,10,10,98,10,Private room,69,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2
905,905,4,28,1,Real Bed,1,2,2,flexible,1,t,f,3,t,22.5755596,114.2405196,1125,0,Apartment,10,10,8,93,8,Entire home/apt,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
906,906,3,0,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.57339585,114.215902,10,0,Apartment,8,7,6,80,5,Entire home/apt,199,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2
907,907,4,15,1,Real Bed,1,1,1,moderate,4,t,f,1,f,22.57818205,114.2219345,1125,0,Apartment,10,10,9,93,8,Entire home/apt,99,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,2
908,908,4,30,1,Real Bed,2,2,1,flexible,1,t,f,1,f,22.58981199,114.2085382,1125,0,Apartment,10,10,10,100,10,Entire home/apt,649,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2
909,909,3,29,1,Real Bed,1,1,1,flexible,2,t,f,1,f,22.56858692,114.232223,1125,4,House,10,10,10,100,10,Private room,75,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2
910,910,4,0,1,Real Bed,1,1,1,strict,2,t,f,1,f,22.58448608,114.2116737,1,2,House,10,10,10,100,10,Entire home/apt,70,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,2
911,911,6,8,2,Real Bed,2,3,1,flexible,1,t,f,1,f,22.58479188,114.2176544,1125,0,Apartment,10,10,9,100,9,Entire home/apt,700,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,2
912,912,4,0,2,Real Bed,4,3,1,flexible,1,t,f,1,f,22.57878231,114.2080909,1125,1,House,10,10,10,100,10,Entire home/apt,600,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,2
913,913,2,7,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.56029637,114.2191201,1125,0,Apartment,10,10,10,100,10,Private room,70,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2
914,914,8,0,2,Real Bed,3,3,1,strict,1,t,f,1,f,22.57578826,114.2401471,30,0,Apartment,10,9,8,90,9,Entire home/apt,500,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2
915,915,4,0,1,Real Bed,2,2,2,flexible,1,t,f,2,f,22.58421508,114.2187687,11,2,Condominium,10,10,10,100,10,Entire home/apt,398,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,2
916,916,6,12,1,Real Bed,2,2,1,moderate,1,t,f,1,f,22.56255002,114.2023412,1125,3,Apartment,10,10,10,100,10,Entire home/apt,100,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,2
917,917,2,30,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.56262046,114.2025969,1125,0,Apartment,10,10,6,100,9,Private room,150,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
918,918,2,30,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.58404593,114.2173116,1125,0,Apartment,8,8,7,80,6,Private room,200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
919,919,4,0,1,Real Bed,2,2,1,moderate,1,t,f,1,f,22.5725424,114.2108289,21,3,Apartment,9,9,7,67,7,Entire home/apt,95,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,2
920,920,3,0,1,Real Bed,1,1,1,strict,2,t,f,1,f,22.58778795,114.2126362,9,3,Apartment,10,10,9,80,7,Entire home/apt,141,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2
921,921,2,22,1,Real Bed,1,1,1,strict,1,t,f,1,f,22.57438052,114.2381796,120,21,House,10,10,10,100,10,Private room,45,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2
922,922,8,30,2,Real Bed,4,1,1,strict,6,t,f,1,f,22.57995756,114.2104078,14,4,House,10,10,9,90,9,Entire home/apt,855,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,2
923,923,10,22,2,Real Bed,3,3,1,moderate,6,t,t,1,f,22.56486986,114.219309,15,78,House,10,10,9,96,10,Entire home/apt,210,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,2
924,924,11,29,1,Real Bed,2,4,3,strict,1,t,f,4,f,22.58307029,114.2174385,1125,4,Apartment,10,10,9,95,10,Entire home/apt,125,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2
925,925,4,29,1,Real Bed,2,2,2,flexible,1,t,f,2,f,22.58083167,114.2178256,1125,6,Townhouse,9,9,8,93,9,Entire home/apt,150,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2
926,926,4,30,1,Real Bed,1,2,1,flexible,2,t,f,1,t,22.57847623,114.2194598,1125,1,Apartment,10,10,10,100,10,Entire home/apt,159,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,2
927,927,4,0,2,Real Bed,4,3,1,flexible,1,t,f,1,f,22.55893043,114.2447541,1125,0,House,10,10,8,100,10,Entire home/apt,2000,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,2
928,928,4,30,1,Real Bed,2,2,2,strict,1,t,f,2,f,22.58733316,114.2117024,30,3,Apartment,10,10,8,87,7,Entire home/apt,250,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2
929,929,4,8,1,Real Bed,1,2,1,flexible,1,t,f,1,f,22.56384741,114.2230101,1125,6,Apartment,10,10,9,100,10,Entire home/apt,65,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2
930,930,4,4,2,Real Bed,2,2,1,strict,1,t,f,1,f,22.57981538,114.2211057,1125,1,Apartment,10,10,10,100,10,Entire home/apt,185,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2
931,931,2,30,1,Airbed,1,1,1,flexible,1,t,f,1,f,22.56517114,114.2531377,7,2,House,10,10,10,100,10,Private room,75,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2
932,932,5,28,2,Real Bed,2,2,1,flexible,1,t,f,1,f,22.56385508,114.2037818,1125,0,Apartment,10,10,10,100,10,Entire home/apt,300,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2
933,933,4,29,1,Real Bed,2,2,2,flexible,4,t,f,3,t,22.58391282,114.2222481,1125,19,Apartment,10,9,9,94,9,Entire home/apt,99,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2
934,934,2,29,1,Real Bed,1,1,1,strict,1,t,f,1,f,22.5624209,114.2024755,1125,5,Apartment,10,9,9,92,9,Entire home/apt,125,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,2
935,935,3,8,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.57440804,114.2058302,1125,0,Apartment,9,9,8,87,9,Entire home/apt,100,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,2
936,936,6,24,1,Real Bed,1,3,2,strict,2,t,f,2,f,22.57145122,114.2148518,1125,33,Apartment,10,10,9,95,10,Private room,50,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2
937,937,6,6,3,Real Bed,3,3,1,strict,6,t,f,1,f,22.57667986,114.232631,1125,1,Apartment,10,10,8,100,10,Entire home/apt,215,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,2
938,938,2,28,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.58182016,114.2195786,1125,0,Apartment,7,8,6,69,6,Private room,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
939,939,2,30,1,Real Bed,0,1,1,flexible,2,t,f,1,f,22.58787212,114.2115413,1125,0,Apartment,10,10,9,90,9,Entire home/apt,500,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
940,940,2,30,2,Real Bed,1,2,1,flexible,1,t,f,1,f,22.58205117,114.2282692,1125,0,Apartment,8,8,6,71,6,Private room,267,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
941,941,5,19,2,Real Bed,2,2,1,strict,2,t,t,1,f,22.56248663,114.2097579,65,18,House,10,10,9,98,10,Entire home/apt,159,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,2
942,942,4,28,1,Real Bed,2,2,1,strict,2,t,f,1,f,22.58077525,114.2115319,60,0,Apartment,10,10,8,100,10,Entire home/apt,165,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
943,943,2,7,1,Real Bed,1,1,1,flexible,2,t,f,1,f,22.57222539,114.2319193,1125,5,Condominium,10,10,10,100,10,Entire home/apt,60,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,2
944,944,4,26,1,Real Bed,3,3,1,moderate,4,t,f,1,f,22.56895138,114.2063795,7,1,House,10,10,10,100,8,Entire home/apt,275,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2
945,945,2,11,1,Real Bed,1,1,3,strict,2,t,f,3,f,22.58102758,114.213617,1125,22,House,10,10,9,97,10,Entire home/apt,75,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2
946,946,7,27,2,Real Bed,2,2,2,moderate,1,t,f,2,f,22.57227887,114.2268005,1125,2,House,10,10,9,100,10,Entire home/apt,299,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,2
947,947,6,30,2,Real Bed,2,3,1,flexible,1,t,f,1,f,22.57172919,114.2305156,10,0,House,10,9,8,93,8,Entire home/apt,550,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2
948,948,2,0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.56908989,114.2168383,1125,0,Apartment,10,10,9,100,10,Entire home/apt,175,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,2
949,949,2,28,1,Real Bed,1,1,2,flexible,2,t,f,2,f,22.5833257,114.2086032,1125,9,Apartment,10,10,9,91,9,Private room,80,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2
950,950,8,0,2,Real Bed,3,5,3,strict,4,t,f,3,t,22.58415569,114.2089507,31,6,House,10,10,10,100,10,Entire home/apt,325,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,2
951,951,6,9,2,Real Bed,3,4,1,strict,1,t,f,2,f,22.58508206,114.2129089,1125,2,House,10,10,8,100,7,Entire home/apt,500,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2
952,952,3,30,1,Real Bed,1,1,1,strict,1,t,f,1,f,22.57766157,114.2313267,14,0,Apartment,10,10,8,96,10,Private room,200,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2
953,953,2,10,1,Real Bed,1,1,2,flexible,0,t,f,2,f,22.5847495,114.2156908,3,8,Apartment,10,10,10,100,10,Private room,75,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,2
954,954,3,0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.57940765,114.2258156,1125,0,Apartment,8,8,6,80,6,Private room,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
955,955,11,29,2,Real Bed,4,4,7,strict,1,t,f,339,f,22.57666379,114.212687,185,2,House,6,2,8,20,2,Entire home/apt,759,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,2
956,956,2,0,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.58001918,114.2198055,1125,0,Apartment,9,10,9,90,8,Entire home/apt,120,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2
957,957,2,0,1,Futon,1,1,1,flexible,2,t,f,1,f,22.56607963,114.2400122,10,7,House,10,10,7,94,9,Private room,45,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2
958,958,2,6,1,Real Bed,0,2,1,flexible,1,t,f,1,f,22.58195728,114.2137135,1125,4,Apartment,9,9,9,93,9,Entire home/apt,110,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2
959,959,3,0,1,Real Bed,0,1,1,flexible,1,t,f,1,f,22.58576403,114.2120489,1125,1,Apartment,10,10,10,100,10,Entire home/apt,90,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2
960,960,4,30,2,Real Bed,3,4,1,flexible,3,t,f,1,f,22.57433164,114.210616,1125,0,Apartment,8,9,9,88,9,Entire home/apt,400,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2
961,961,6,28,2,Real Bed,2,2,2,strict,4,t,t,13,t,22.57284569,114.2170093,1125,9,Apartment,10,9,9,96,9,Entire home/apt,129,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,2
962,962,1,29,1,Futon,1,1,1,flexible,1,t,f,1,f,22.55757755,114.2061296,2,0,House,10,10,10,100,10,Private room,100,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,2
